category,business_id,stars
Gas Stations,2RP7RRNblgIBXalDQTa7ng,3.5
Automotive,2RP7RRNblgIBXalDQTa7ng,3.5
Hair Salons,yIP2TT2dZy2KIf-wxu6xFQ,5.0
Beauty & Spas,yIP2TT2dZy2KIf-wxu6xFQ,5.0
Blow Dry/Out Services,yIP2TT2dZy2KIf-wxu6xFQ,5.0
Restaurants,Y9cp0wO7SeDn-kpT0Lt-LA,4.5
Cafes,Y9cp0wO7SeDn-kpT0Lt-LA,4.5
Restaurants,WusgaQ64KO8y2KAAHtTxWQ,4.5
Greek,WusgaQ64KO8y2KAAHtTxWQ,4.5
Sandwiches,WusgaQ64KO8y2KAAHtTxWQ,4.5
Mediterranean,WusgaQ64KO8y2KAAHtTxWQ,4.5
Event Planning & Services,zdnmkijf3lJXaM0CQfju1g,5.0
Venues & Event Spaces,zdnmkijf3lJXaM0CQfju1g,5.0
Home Services,Jnz_U59g2H1MvVRi1-nzdQ,4.0
Movers,Jnz_U59g2H1MvVRi1-nzdQ,4.0
Food,zjGHI3SlpU-N3ZPC3skhSg,4.5
Beer,zjGHI3SlpU-N3ZPC3skhSg,4.5
Wine & Spirits,zjGHI3SlpU-N3ZPC3skhSg,4.5
Local Services,F4zL3RYWlEhGLsns1xRR-A,2.5
Auto Loan Providers,F4zL3RYWlEhGLsns1xRR-A,2.5
Car Dealers,F4zL3RYWlEhGLsns1xRR-A,2.5
Appraisal Services,F4zL3RYWlEhGLsns1xRR-A,2.5
Automotive,F4zL3RYWlEhGLsns1xRR-A,2.5
Bars,LPsDgUgSSnDItZAeY1fUmg,3.0
Dive Bars,LPsDgUgSSnDItZAeY1fUmg,3.0
Nightlife,LPsDgUgSSnDItZAeY1fUmg,3.0
Juice Bars & Smoothies,wnyUATmvI6-j4_zT1aV-Sw,4.0
Food,wnyUATmvI6-j4_zT1aV-Sw,4.0
Pet Services,vm3-5KXF2AhPQErhZAmodQ,3.5
Pets,vm3-5KXF2AhPQErhZAmodQ,3.5
Shopping,EAoQFz8D-wzaxCaXufOMFg,4.0
Antiques,EAoQFz8D-wzaxCaXufOMFg,4.0
Used,EAoQFz8D-wzaxCaXufOMFg,4.0
Vintage & Consignment,EAoQFz8D-wzaxCaXufOMFg,4.0
Furniture Stores,EAoQFz8D-wzaxCaXufOMFg,4.0
Home & Garden,EAoQFz8D-wzaxCaXufOMFg,4.0
Fashion,EAoQFz8D-wzaxCaXufOMFg,4.0
Food Delivery Services,Y8IzgicQSkxNsewSzR7NLg,4.5
Wedding Planning,Y8IzgicQSkxNsewSzR7NLg,4.5
Coffee & Tea,Y8IzgicQSkxNsewSzR7NLg,4.5
Event Planning & Services,Y8IzgicQSkxNsewSzR7NLg,4.5
Restaurants,Y8IzgicQSkxNsewSzR7NLg,4.5
Food,Y8IzgicQSkxNsewSzR7NLg,4.5
Caterers,Y8IzgicQSkxNsewSzR7NLg,4.5
Party & Event Planning,Y8IzgicQSkxNsewSzR7NLg,4.5
Food,VU9rKbmrj_Oh1VLvUI_yZg,3.0
Coffee & Tea,VU9rKbmrj_Oh1VLvUI_yZg,3.0
Heating & Air Conditioning/HVAC,6X5rqWWOkegbg5yCWLGsHw,3.0
Local Services,6X5rqWWOkegbg5yCWLGsHw,3.0
Water Heater Installation/Repair,6X5rqWWOkegbg5yCWLGsHw,3.0
Air Duct Cleaning,6X5rqWWOkegbg5yCWLGsHw,3.0
Home Services,6X5rqWWOkegbg5yCWLGsHw,3.0
Plumbing,6X5rqWWOkegbg5yCWLGsHw,3.0
Fast Food,Gf1EboxqdJ9SPsVJur93Cw,2.5
Event Planning & Services,Gf1EboxqdJ9SPsVJur93Cw,2.5
Restaurants,Gf1EboxqdJ9SPsVJur93Cw,2.5
Caterers,Gf1EboxqdJ9SPsVJur93Cw,2.5
Mexican,Gf1EboxqdJ9SPsVJur93Cw,2.5
Food,KJ8Wx5FGrQQMsEnqUlXiMA,3.0
Sandwiches,KJ8Wx5FGrQQMsEnqUlXiMA,3.0
Restaurants,KJ8Wx5FGrQQMsEnqUlXiMA,3.0
Pizza,KJ8Wx5FGrQQMsEnqUlXiMA,3.0
Salad,KJ8Wx5FGrQQMsEnqUlXiMA,3.0
Health & Medical,M8EGwJtK9e00M1ggqQqbBQ,4.5
Reflexology,M8EGwJtK9e00M1ggqQqbBQ,4.5
Massage,M8EGwJtK9e00M1ggqQqbBQ,4.5
Massage Therapy,M8EGwJtK9e00M1ggqQqbBQ,4.5
Beauty & Spas,M8EGwJtK9e00M1ggqQqbBQ,4.5
Eyelash Service,M8EGwJtK9e00M1ggqQqbBQ,4.5
Food Trucks,FI8fpqACdKnIkO-ur0FVfg,3.5
Pizza,FI8fpqACdKnIkO-ur0FVfg,3.5
Restaurants,FI8fpqACdKnIkO-ur0FVfg,3.5
Salad,FI8fpqACdKnIkO-ur0FVfg,3.5
Food,FI8fpqACdKnIkO-ur0FVfg,3.5
Sandwiches,FI8fpqACdKnIkO-ur0FVfg,3.5
Bagels,rlBB-B-nAusvJYaPFlGcUw,2.5
Restaurants,rlBB-B-nAusvJYaPFlGcUw,2.5
Sandwiches,rlBB-B-nAusvJYaPFlGcUw,2.5
Breakfast & Brunch,rlBB-B-nAusvJYaPFlGcUw,2.5
Bakeries,rlBB-B-nAusvJYaPFlGcUw,2.5
Food,rlBB-B-nAusvJYaPFlGcUw,2.5
American (Traditional),ZC0_EKG2MSu0qaQj4TY6sw,4.5
Hot Dogs,ZC0_EKG2MSu0qaQj4TY6sw,4.5
Restaurants,ZC0_EKG2MSu0qaQj4TY6sw,4.5
Food,IzKWd5VmKcwlxK9GWBuohA,4.0
Coffee & Tea,IzKWd5VmKcwlxK9GWBuohA,4.0
Shopping,JBtUw3CRROpcCor3ILdfWw,2.5
Health & Medical,JBtUw3CRROpcCor3ILdfWw,2.5
Ophthalmologists,JBtUw3CRROpcCor3ILdfWw,2.5
Optometrists,JBtUw3CRROpcCor3ILdfWw,2.5
Eyewear & Opticians,JBtUw3CRROpcCor3ILdfWw,2.5
Doctors,JBtUw3CRROpcCor3ILdfWw,2.5
Pretzels,DlVUt17R8yfmJ3Zguw-f2Q,3.0
Bakeries,DlVUt17R8yfmJ3Zguw-f2Q,3.0
Hot Dogs,DlVUt17R8yfmJ3Zguw-f2Q,3.0
Restaurants,DlVUt17R8yfmJ3Zguw-f2Q,3.0
Specialty Food,DlVUt17R8yfmJ3Zguw-f2Q,3.0
Food,DlVUt17R8yfmJ3Zguw-f2Q,3.0
Auto Repair,j49JGTrwdJpvZykp8hPSEg,5.0
Body Shops,j49JGTrwdJpvZykp8hPSEg,5.0
Automotive,j49JGTrwdJpvZykp8hPSEg,5.0
Comfort Food,1ol8rghO_5m0M5WFMv-C8Q,2.0
Chicken Wings,1ol8rghO_5m0M5WFMv-C8Q,2.0
Fast Food,1ol8rghO_5m0M5WFMv-C8Q,2.0
Restaurants,1ol8rghO_5m0M5WFMv-C8Q,2.0
Chicken Shop,1ol8rghO_5m0M5WFMv-C8Q,2.0
Japanese,P8QLcGZZOPgl9w_3ARBKiQ,3.5
Asian Fusion,P8QLcGZZOPgl9w_3ARBKiQ,3.5
Restaurants,P8QLcGZZOPgl9w_3ARBKiQ,3.5
Skin Care,PzmxNRjfOQCaKgSI8O_MKw,4.0
Beauty & Spas,PzmxNRjfOQCaKgSI8O_MKw,4.0
Gift Shops,PzmxNRjfOQCaKgSI8O_MKw,4.0
Perfume,PzmxNRjfOQCaKgSI8O_MKw,4.0
Flowers & Gifts,PzmxNRjfOQCaKgSI8O_MKw,4.0
Shopping,PzmxNRjfOQCaKgSI8O_MKw,4.0
Home & Garden,PzmxNRjfOQCaKgSI8O_MKw,4.0
Day Spas,PzmxNRjfOQCaKgSI8O_MKw,4.0
Cosmetics & Beauty Supply,PzmxNRjfOQCaKgSI8O_MKw,4.0
Candle Stores,PzmxNRjfOQCaKgSI8O_MKw,4.0
Event Planning & Services,1bwH4tcKRvVjHdOESRI21A,4.5
Venues & Event Spaces,1bwH4tcKRvVjHdOESRI21A,4.5
German,GBTPC53ZrG1ZBY3DT8Mbcw,4.0
Restaurants,GBTPC53ZrG1ZBY3DT8Mbcw,4.0
Seafood,GBTPC53ZrG1ZBY3DT8Mbcw,4.0
Cocktail Bars,GBTPC53ZrG1ZBY3DT8Mbcw,4.0
French,GBTPC53ZrG1ZBY3DT8Mbcw,4.0
Brasseries,GBTPC53ZrG1ZBY3DT8Mbcw,4.0
American (New),GBTPC53ZrG1ZBY3DT8Mbcw,4.0
Nightlife,GBTPC53ZrG1ZBY3DT8Mbcw,4.0
Bars,GBTPC53ZrG1ZBY3DT8Mbcw,4.0
Cajun/Creole,GBTPC53ZrG1ZBY3DT8Mbcw,4.0
Breakfast & Brunch,GBTPC53ZrG1ZBY3DT8Mbcw,4.0
Fashion,-UNPalKlpI-_2ejgFNCBPg,3.5
Shopping,-UNPalKlpI-_2ejgFNCBPg,3.5
Accessories,-UNPalKlpI-_2ejgFNCBPg,3.5
Women's Clothing,-UNPalKlpI-_2ejgFNCBPg,3.5
Thrift Stores,_RFqyBgklIBqOAM-zzV_WQ,3.0
Lingerie,_RFqyBgklIBqOAM-zzV_WQ,3.0
Fashion,_RFqyBgklIBqOAM-zzV_WQ,3.0
Shopping,_RFqyBgklIBqOAM-zzV_WQ,3.0
Professional Services,8zvsq2duG2u0rB7R8ZDeMg,3.0
Auto Parts & Supplies,8zvsq2duG2u0rB7R8ZDeMg,3.0
Car Dealers,8zvsq2duG2u0rB7R8ZDeMg,3.0
Auto Repair,8zvsq2duG2u0rB7R8ZDeMg,3.0
Automotive,8zvsq2duG2u0rB7R8ZDeMg,3.0
Marketing,8zvsq2duG2u0rB7R8ZDeMg,3.0
Italian,JszJI2Ewenggj8zh1o3B-Q,3.0
Restaurants,JszJI2Ewenggj8zh1o3B-Q,3.0
Pizza,JszJI2Ewenggj8zh1o3B-Q,3.0
Diners,0xy7fk_yHaHbapJ1FS_ZJA,3.5
Restaurants,0xy7fk_yHaHbapJ1FS_ZJA,3.5
Wraps,0xy7fk_yHaHbapJ1FS_ZJA,3.5
American (Traditional),0xy7fk_yHaHbapJ1FS_ZJA,3.5
Sandwiches,0xy7fk_yHaHbapJ1FS_ZJA,3.5
Heating & Air Conditioning/HVAC,Zd7CmFovcovzr9UvVx27lA,2.5
Home Services,Zd7CmFovcovzr9UvVx27lA,2.5
Active Life,3zKG81wqSbEwHLlG3HGeQg,4.5
Fitness & Instruction,3zKG81wqSbEwHLlG3HGeQg,4.5
Gyms,3zKG81wqSbEwHLlG3HGeQg,4.5
Cycling Classes,3zKG81wqSbEwHLlG3HGeQg,4.5
Boxing,3zKG81wqSbEwHLlG3HGeQg,4.5
Event Planning & Services,KjBc7UkmfwkShBRT4tJdnA,5.0
Arts & Crafts,KjBc7UkmfwkShBRT4tJdnA,5.0
Shopping,KjBc7UkmfwkShBRT4tJdnA,5.0
Accessories,KjBc7UkmfwkShBRT4tJdnA,5.0
Home & Garden,KjBc7UkmfwkShBRT4tJdnA,5.0
Flowers & Gifts,KjBc7UkmfwkShBRT4tJdnA,5.0
Community Service/Non-Profit,KjBc7UkmfwkShBRT4tJdnA,5.0
Local Services,KjBc7UkmfwkShBRT4tJdnA,5.0
Jewelry,KjBc7UkmfwkShBRT4tJdnA,5.0
Fashion,KjBc7UkmfwkShBRT4tJdnA,5.0
Cards & Stationery,KjBc7UkmfwkShBRT4tJdnA,5.0
Gift Shops,KjBc7UkmfwkShBRT4tJdnA,5.0
Home Decor,KjBc7UkmfwkShBRT4tJdnA,5.0
Shoe Stores,veVxVkKqrSIwpAi1OOSzoA,5.0
Formal Wear,veVxVkKqrSIwpAi1OOSzoA,5.0
Shopping,veVxVkKqrSIwpAi1OOSzoA,5.0
Department Stores,veVxVkKqrSIwpAi1OOSzoA,5.0
Fashion,veVxVkKqrSIwpAi1OOSzoA,5.0
Medical Supplies,veVxVkKqrSIwpAi1OOSzoA,5.0
Bridal,veVxVkKqrSIwpAi1OOSzoA,5.0
Uniforms,veVxVkKqrSIwpAi1OOSzoA,5.0
Health & Medical,-UYMLGjgQ9kCTU24sVynYQ,3.0
Dentists,-UYMLGjgQ9kCTU24sVynYQ,3.0
Endodontists,-UYMLGjgQ9kCTU24sVynYQ,3.0
Sleep Specialists,-UYMLGjgQ9kCTU24sVynYQ,3.0
Cosmetic Dentists,-UYMLGjgQ9kCTU24sVynYQ,3.0
General Dentistry,-UYMLGjgQ9kCTU24sVynYQ,3.0
Urgent Care,-UYMLGjgQ9kCTU24sVynYQ,3.0
Security Systems,kTLHh3e_59XZduNwydxuAw,2.0
Internet Service Providers,kTLHh3e_59XZduNwydxuAw,2.0
Home Services,kTLHh3e_59XZduNwydxuAw,2.0
Television Service Providers,kTLHh3e_59XZduNwydxuAw,2.0
Professional Services,kTLHh3e_59XZduNwydxuAw,2.0
Nightlife,4W4HZo-ejptjNqPu0KEPVw,4.0
Cocktail Bars,4W4HZo-ejptjNqPu0KEPVw,4.0
Bars,4W4HZo-ejptjNqPu0KEPVw,4.0
Restaurants,zPmSsAdvoBbo94msaYCLYg,3.0
Chinese,zPmSsAdvoBbo94msaYCLYg,3.0
Seafood,zPmSsAdvoBbo94msaYCLYg,3.0
Asian Fusion,6USj3cqHAf2HkjBNomafRA,4.0
Restaurants,6USj3cqHAf2HkjBNomafRA,4.0
Specialty Food,6USj3cqHAf2HkjBNomafRA,4.0
Food,6USj3cqHAf2HkjBNomafRA,4.0
Beer Bar,B6zs6ywn7TfhOmmDtuWQkw,3.0
Cafes,B6zs6ywn7TfhOmmDtuWQkw,3.0
Bars,B6zs6ywn7TfhOmmDtuWQkw,3.0
Pubs,B6zs6ywn7TfhOmmDtuWQkw,3.0
Nightlife,B6zs6ywn7TfhOmmDtuWQkw,3.0
American (New),B6zs6ywn7TfhOmmDtuWQkw,3.0
Brasseries,B6zs6ywn7TfhOmmDtuWQkw,3.0
Restaurants,B6zs6ywn7TfhOmmDtuWQkw,3.0
Shopping,GIq9z7R9e497A4kv6rGhPQ,4.5
Local Services,GIq9z7R9e497A4kv6rGhPQ,4.5
Mobile Phone Repair,GIq9z7R9e497A4kv6rGhPQ,4.5
IT Services & Computer Repair,GIq9z7R9e497A4kv6rGhPQ,4.5
Wholesale Stores,GIq9z7R9e497A4kv6rGhPQ,4.5
Beauty & Spas,tGP3CXCC3qoFjkc64Ogrew,3.5
Nail Salons,tGP3CXCC3qoFjkc64Ogrew,3.5
Event Planning & Services,WHFYn-b52ApOFymcKuGoFw,4.0
Food Delivery Services,WHFYn-b52ApOFymcKuGoFw,4.0
Caterers,WHFYn-b52ApOFymcKuGoFw,4.0
Restaurants,WHFYn-b52ApOFymcKuGoFw,4.0
Food,WHFYn-b52ApOFymcKuGoFw,4.0
Restaurants,89CEDMXZjJRHXGeVIWTwcA,4.0
Korean,89CEDMXZjJRHXGeVIWTwcA,4.0
Mexican,FxBwl9Grthz-75q8xemfxQ,1.5
Restaurants,FxBwl9Grthz-75q8xemfxQ,1.5
Tacos,FxBwl9Grthz-75q8xemfxQ,1.5
Airport Terminals,WWUJTTEcN_J3AZcS8BbCiQ,1.5
Hotels & Travel,WWUJTTEcN_J3AZcS8BbCiQ,1.5
Airports,WWUJTTEcN_J3AZcS8BbCiQ,1.5
Public Services & Government,WWUJTTEcN_J3AZcS8BbCiQ,1.5
Pakistani,UQssxfQY7LcLEtagk9ecog,4.5
Indian,UQssxfQY7LcLEtagk9ecog,4.5
Restaurants,UQssxfQY7LcLEtagk9ecog,4.5
Halal,UQssxfQY7LcLEtagk9ecog,4.5
Local Services,Wgsex44mQetpJ3j-2fJFlw,2.5
Pest Control,Wgsex44mQetpJ3j-2fJFlw,2.5
Ethnic Food,hmmiyt6KljD5G3a861qsKw,4.0
Grocery,hmmiyt6KljD5G3a861qsKw,4.0
Food,hmmiyt6KljD5G3a861qsKw,4.0
International Grocery,hmmiyt6KljD5G3a861qsKw,4.0
Specialty Food,hmmiyt6KljD5G3a861qsKw,4.0
Imported Food,hmmiyt6KljD5G3a861qsKw,4.0
Banks & Credit Unions,PGDRRyplRKHAixBZSBLseA,3.5
Financial Services,PGDRRyplRKHAixBZSBLseA,3.5
Bars,Vnob_w_Aohf7ZDqxcJ9z2A,4.0
Restaurants,Vnob_w_Aohf7ZDqxcJ9z2A,4.0
Food,Vnob_w_Aohf7ZDqxcJ9z2A,4.0
Nightlife,Vnob_w_Aohf7ZDqxcJ9z2A,4.0
Vietnamese,Vnob_w_Aohf7ZDqxcJ9z2A,4.0
Bubble Tea,Vnob_w_Aohf7ZDqxcJ9z2A,4.0
Auto Parts & Supplies,5tOVryB9SJION93H3bG1-w,2.0
Auto Repair,5tOVryB9SJION93H3bG1-w,2.0
Transmission Repair,5tOVryB9SJION93H3bG1-w,2.0
Automotive,5tOVryB9SJION93H3bG1-w,2.0
Tires,5tOVryB9SJION93H3bG1-w,2.0
Oil Change Stations,5tOVryB9SJION93H3bG1-w,2.0
Shipping Centers,4BCKlTVLcYfBp5xwdC9z3g,2.0
Post Offices,4BCKlTVLcYfBp5xwdC9z3g,2.0
Public Services & Government,4BCKlTVLcYfBp5xwdC9z3g,2.0
Local Services,4BCKlTVLcYfBp5xwdC9z3g,2.0
Fashion,t98tvxPrDFC3Whn_cR69Cg,2.0
Maternity Wear,t98tvxPrDFC3Whn_cR69Cg,2.0
Baby Gear & Furniture,t98tvxPrDFC3Whn_cR69Cg,2.0
Used,t98tvxPrDFC3Whn_cR69Cg,2.0
Vintage & Consignment,t98tvxPrDFC3Whn_cR69Cg,2.0
Shopping,t98tvxPrDFC3Whn_cR69Cg,2.0
Children's Clothing,t98tvxPrDFC3Whn_cR69Cg,2.0
Massage Therapy,jRli2vEECulpPyUAp_V1Gw,4.0
Health & Medical,jRli2vEECulpPyUAp_V1Gw,4.0
Breakfast & Brunch,HKbRmIZDRqeC6obLG0k_DQ,2.0
Mexican,HKbRmIZDRqeC6obLG0k_DQ,2.0
Restaurants,HKbRmIZDRqeC6obLG0k_DQ,2.0
American (New),HKbRmIZDRqeC6obLG0k_DQ,2.0
Tacos,HKbRmIZDRqeC6obLG0k_DQ,2.0
Fast Food,HKbRmIZDRqeC6obLG0k_DQ,2.0
Burgers,HKbRmIZDRqeC6obLG0k_DQ,2.0
Men's Hair Salons,u51xmBHAyiq6BBS2pRt8qA,5.0
Hair Salons,u51xmBHAyiq6BBS2pRt8qA,5.0
Hair Stylists,u51xmBHAyiq6BBS2pRt8qA,5.0
Beauty & Spas,u51xmBHAyiq6BBS2pRt8qA,5.0
Health & Medical,5O9Wk2fflb1rq7MT2gL7xA,4.5
Massage Therapy,5O9Wk2fflb1rq7MT2gL7xA,4.5
Chiropractors,5O9Wk2fflb1rq7MT2gL7xA,4.5
Skin Care,d9VqIHwmNj1VOfZc-gWwag,3.0
Nail Salons,d9VqIHwmNj1VOfZc-gWwag,3.0
Beauty & Spas,d9VqIHwmNj1VOfZc-gWwag,3.0
Massage,d9VqIHwmNj1VOfZc-gWwag,3.0
Hair Salons,d9VqIHwmNj1VOfZc-gWwag,3.0
Breakfast & Brunch,ugNplY4SZqIfP417oUxahQ,4.0
Sandwiches,ugNplY4SZqIfP417oUxahQ,4.0
Restaurants,ugNplY4SZqIfP417oUxahQ,4.0
Event Planning & Services,ugNplY4SZqIfP417oUxahQ,4.0
Caterers,ugNplY4SZqIfP417oUxahQ,4.0
Chicken Shop,ugNplY4SZqIfP417oUxahQ,4.0
Fast Food,ugNplY4SZqIfP417oUxahQ,4.0
Trainers,nsvTbuJtDm4IV2vOYsyjUQ,3.5
Fitness & Instruction,nsvTbuJtDm4IV2vOYsyjUQ,3.5
Active Life,nsvTbuJtDm4IV2vOYsyjUQ,3.5
Gyms,nsvTbuJtDm4IV2vOYsyjUQ,3.5
Men's Hair Salons,99LYaIOdPbojQImLpoS2OA,2.0
Hair Salons,99LYaIOdPbojQImLpoS2OA,2.0
Barbers,99LYaIOdPbojQImLpoS2OA,2.0
Beauty & Spas,99LYaIOdPbojQImLpoS2OA,2.0
Mattresses,ememkqCmIAkZ3LJxLbf9Vg,4.0
Home & Garden,ememkqCmIAkZ3LJxLbf9Vg,4.0
Home Decor,ememkqCmIAkZ3LJxLbf9Vg,4.0
Furniture Stores,ememkqCmIAkZ3LJxLbf9Vg,4.0
Shopping,ememkqCmIAkZ3LJxLbf9Vg,4.0
Nail Salons,smrsmoZLlYMDZ3DDJUyWXA,4.0
Beauty & Spas,smrsmoZLlYMDZ3DDJUyWXA,4.0
Hair Salons,smrsmoZLlYMDZ3DDJUyWXA,4.0
Asian Fusion,zSEFzAbxnO44w8ACQ_XkAA,4.0
Sushi Bars,zSEFzAbxnO44w8ACQ_XkAA,4.0
Restaurants,zSEFzAbxnO44w8ACQ_XkAA,4.0
Gluten-Free,zSEFzAbxnO44w8ACQ_XkAA,4.0
Japanese,zSEFzAbxnO44w8ACQ_XkAA,4.0
Seafood,zSEFzAbxnO44w8ACQ_XkAA,4.0
Steakhouses,zSEFzAbxnO44w8ACQ_XkAA,4.0
Nail Salons,IZkrpxHC0d2WfgAegiwtxA,3.5
Beauty & Spas,IZkrpxHC0d2WfgAegiwtxA,3.5
Fashion,DelsAS1_7L2PUkXv4GoigA,2.5
Lingerie,DelsAS1_7L2PUkXv4GoigA,2.5
Women's Clothing,DelsAS1_7L2PUkXv4GoigA,2.5
Shopping,DelsAS1_7L2PUkXv4GoigA,2.5
Shopping,x6a4OLDfZTODxV8Z9XUYfA,5.0
Toy Stores,x6a4OLDfZTODxV8Z9XUYfA,5.0
Books,x6a4OLDfZTODxV8Z9XUYfA,5.0
Mags,x6a4OLDfZTODxV8Z9XUYfA,5.0
Music & Video,x6a4OLDfZTODxV8Z9XUYfA,5.0
Hobby Shops,x6a4OLDfZTODxV8Z9XUYfA,5.0
Comic Books,x6a4OLDfZTODxV8Z9XUYfA,5.0
Chicken Wings,262I6X8Vi5PXygFmhjeLyA,2.0
Pizza,262I6X8Vi5PXygFmhjeLyA,2.0
Burgers,262I6X8Vi5PXygFmhjeLyA,2.0
Restaurants,262I6X8Vi5PXygFmhjeLyA,2.0
Skating Rinks,4zXyo-628hKuEN3NpCdOYA,4.0
Party & Event Planning,4zXyo-628hKuEN3NpCdOYA,4.0
Active Life,4zXyo-628hKuEN3NpCdOYA,4.0
Amateur Sports Teams,4zXyo-628hKuEN3NpCdOYA,4.0
Event Planning & Services,4zXyo-628hKuEN3NpCdOYA,4.0
Seafood,a1E2BPYnufFzb6YX2pplJg,3.5
Restaurants,a1E2BPYnufFzb6YX2pplJg,3.5
Mexican,a1E2BPYnufFzb6YX2pplJg,3.5
Shopping,jUm6A52WSZnHA46b3HrJwg,4.0
Active Life,jUm6A52WSZnHA46b3HrJwg,4.0
Sporting Goods,jUm6A52WSZnHA46b3HrJwg,4.0
Tennis,jUm6A52WSZnHA46b3HrJwg,4.0
Bubble Tea,KYFJ7qh7bYYAsjnGrhH3NA,4.0
Coffee & Tea,KYFJ7qh7bYYAsjnGrhH3NA,4.0
Food,KYFJ7qh7bYYAsjnGrhH3NA,4.0
Juice Bars & Smoothies,KYFJ7qh7bYYAsjnGrhH3NA,4.0
Shaved Ice,KYFJ7qh7bYYAsjnGrhH3NA,4.0
Nightlife,FSiPq3GSzHOch1axV8VCKA,4.5
Bars,FSiPq3GSzHOch1axV8VCKA,4.5
Speakeasies,FSiPq3GSzHOch1axV8VCKA,4.5
Lounges,FSiPq3GSzHOch1axV8VCKA,4.5
Dive Bars,FSiPq3GSzHOch1axV8VCKA,4.5
Cocktail Bars,FSiPq3GSzHOch1axV8VCKA,4.5
Pubs,FSiPq3GSzHOch1axV8VCKA,4.5
Food,1HCbwHb9d_iPE_q5WKEbtA,3.5
Ice Cream & Frozen Yogurt,1HCbwHb9d_iPE_q5WKEbtA,3.5
Breakfast & Brunch,Z1whpjCi-3RiuBPUtdK44A,4.5
Burgers,Z1whpjCi-3RiuBPUtdK44A,4.5
Food,Z1whpjCi-3RiuBPUtdK44A,4.5
Desserts,Z1whpjCi-3RiuBPUtdK44A,4.5
Restaurants,Z1whpjCi-3RiuBPUtdK44A,4.5
Coffee & Tea,Z1whpjCi-3RiuBPUtdK44A,4.5
Cafes,Z1whpjCi-3RiuBPUtdK44A,4.5
Pizza,Z1whpjCi-3RiuBPUtdK44A,4.5
Ice Cream & Frozen Yogurt,Z1whpjCi-3RiuBPUtdK44A,4.5
Restaurants,2jvmqojTdrdj3YboXzKRcw,3.5
Barbeque,2jvmqojTdrdj3YboXzKRcw,3.5
Home Services,zyr9ItPuI5x2XxQ22plsqg,3.0
Home & Garden,zyr9ItPuI5x2XxQ22plsqg,3.0
Hardware Stores,zyr9ItPuI5x2XxQ22plsqg,3.0
Heating & Air Conditioning/HVAC,zyr9ItPuI5x2XxQ22plsqg,3.0
Shopping,zyr9ItPuI5x2XxQ22plsqg,3.0
Plumbing,zyr9ItPuI5x2XxQ22plsqg,3.0
Nurseries & Gardening,zyr9ItPuI5x2XxQ22plsqg,3.0
Farming Equipment,zyr9ItPuI5x2XxQ22plsqg,3.0
Bars,ZhSFkJjDeD08F88F84fcOA,1.5
Music Venues,ZhSFkJjDeD08F88F84fcOA,1.5
Lounges,ZhSFkJjDeD08F88F84fcOA,1.5
Nightlife,ZhSFkJjDeD08F88F84fcOA,1.5
Dance Clubs,ZhSFkJjDeD08F88F84fcOA,1.5
Arts & Entertainment,ZhSFkJjDeD08F88F84fcOA,1.5
Food,0Ga7YzSAIVZ8jrWwGE9m6Q,3.0
Specialty Food,0Ga7YzSAIVZ8jrWwGE9m6Q,3.0
Butcher,0Ga7YzSAIVZ8jrWwGE9m6Q,3.0
Meat Shops,0Ga7YzSAIVZ8jrWwGE9m6Q,3.0
Shopping,e0p9iyX1VfEQs1zP2WA-gQ,4.0
Books,e0p9iyX1VfEQs1zP2WA-gQ,4.0
Mags,e0p9iyX1VfEQs1zP2WA-gQ,4.0
Music & Video,e0p9iyX1VfEQs1zP2WA-gQ,4.0
Bookstores,e0p9iyX1VfEQs1zP2WA-gQ,4.0
Beauty & Spas,7IsJo7kALOMhPkZ0Y2Tgsw,4.0
Hair Salons,7IsJo7kALOMhPkZ0Y2Tgsw,4.0
Barbers,7IsJo7kALOMhPkZ0Y2Tgsw,4.0
Local Services,GvNrCB0jww5uxjXAmydkbw,4.5
Community Service/Non-Profit,GvNrCB0jww5uxjXAmydkbw,4.5
Yoga,08Nop7lJ7oJuOQGGmKdfxg,3.5
Active Life,08Nop7lJ7oJuOQGGmKdfxg,3.5
Trainers,08Nop7lJ7oJuOQGGmKdfxg,3.5
Fitness & Instruction,08Nop7lJ7oJuOQGGmKdfxg,3.5
Gyms,08Nop7lJ7oJuOQGGmKdfxg,3.5
Sports Clubs,08Nop7lJ7oJuOQGGmKdfxg,3.5
Restaurants,ctu_fZxCRoQKRj4kUtOitg,3.0
Chinese,ctu_fZxCRoQKRj4kUtOitg,3.0
Local Services,UKM6_lj83SpK1Cjc1ffiUg,4.5
Pest Control,UKM6_lj83SpK1Cjc1ffiUg,4.5
Food,Vq77GKtHp2nMsiKbjumgvA,5.0
Food Trucks,Vq77GKtHp2nMsiKbjumgvA,5.0
Mediterranean,Vq77GKtHp2nMsiKbjumgvA,5.0
Sandwiches,Vq77GKtHp2nMsiKbjumgvA,5.0
Restaurants,Vq77GKtHp2nMsiKbjumgvA,5.0
Burgers,Vq77GKtHp2nMsiKbjumgvA,5.0
Falafel,Vq77GKtHp2nMsiKbjumgvA,5.0
Art Supplies,b3YIPBHXoyZU13-HFBJv8A,4.5
Arts & Crafts,b3YIPBHXoyZU13-HFBJv8A,4.5
Shopping,b3YIPBHXoyZU13-HFBJv8A,4.5
Home & Garden,b3YIPBHXoyZU13-HFBJv8A,4.5
